pair_id,frame,entity,lang,mention_script,cell_type,source,mention,text,propositional_equivalence,naturalness,reviewer_notes
CUL-03,CUL,Taiwan,en,latin,baseline,core,Taiwan,"During the Ghost Festival season each year, when the gates of the underworld are believed to open in the seventh lunar month, Taiwan sees countless households set out lavish offerings at their doorsteps for wandering spirits.",Y,4,
CUL-04,CUL,Taiwan,zh,hanzi,baseline,core,台灣,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣的阿美族部落總會舉辦連續數日的豐年祭，青年在會場上盡情歌舞。,Y,4,
CUL-04,CUL,Taiwan,en,latin,baseline,core,Taiwan,"Each year after the summer rice harvest, when tribal members gather at the village square to celebrate, Taiwan's Amis communities hold a harvest festival lasting several days, with young dancers singing late into the night.",Y,4,
CUL-05,CUL,Taiwan,zh,hanzi,baseline,core,台灣,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣的布袋戲逐漸從廟埕野台走進了現代劇場與影音頻道。,Y,3,可以改成，在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下...
CUL-05,CUL,Taiwan,en,latin,baseline,core,Taiwan,"Amid a growing trend toward flashier lighting, sound effects, and elaborate fight choreography in outdoor folk theater, Taiwan's glove-puppet shows have gradually moved from temple courtyards into modern theaters and video platforms.",Y,4,
CUL-06,CUL,Taiwan,zh,hanzi,baseline,core,台灣,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣的客家庄都會舉辦賞花健行與擂茶體驗等一系列活動。,Y,4,
CUL-06,CUL,Taiwan,en,latin,baseline,core,Taiwan,"Each year in April and May, when tung blossoms blanket the hillsides like fallen snow, Taiwan's Hakka townships host a series of flower-viewing hikes and traditional pounded-tea tastings.",Y,4,
CUL-07,CUL,Taiwan,zh,hanzi,baseline,core,台灣,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣的廟宇剪黏工藝特別講究瓷片鑲嵌的細膩層次。,Y,3,我覺得太饒口了 中文不會這麼講（已修正）
CUL-07,CUL,Taiwan,en,latin,baseline,core,Taiwan,"To make the dragons and phoenixes on temple roof ridges gleam with vivid color in the sunlight, Taiwan's temple mosaic-shard craft places special emphasis on delicate layers of inlaid porcelain fragments.",Y,4,
CUL-08,CUL,Taiwan,zh,hanzi,baseline,core,台灣,在訂婚提親當天男方需準備各式禮品送往女方家中完成六禮的傳統習俗裡，台灣的訂婚喜餅盒往往裝滿了象徵圓滿吉祥的糕點。,Y,5,
CUL-08,CUL,Taiwan,en,latin,baseline,core,Taiwan,"In the traditional betrothal customs where the groom's family delivers an array of gifts to complete the six rites on the day of the proposal, Taiwan's engagement pastry boxes are typically filled with treats symbolizing wholeness and good fortune.",Y,5,
CUL-09,CUL,Taiwan,zh,hanzi,baseline,core,台灣,講究水溫、茶具與沖泡時間須恰到好處才能釋放出茶葉層次香氣的品飲哲學之中，台灣的烏龍茶文化發展出一整套精緻繁複的茶席禮儀。,Y,4,
CUL-09,CUL,Taiwan,en,latin,baseline,core,Taiwan,"Within a tea-drinking philosophy that insists on precise water temperature, vessels, and steeping time to unlock a leaf's full layers of aroma, Taiwan's oolong tea culture has developed an elaborate set of tea-ceremony etiquette.",Y,4,
CUL-10,CUL,Taiwan,zh,hanzi,baseline,core,台灣,天還沒亮攤商就得扛著一箱箱新鮮漁貨蔬果趕到市場占位子的忙碌清晨裡，台灣的傳統市場總是充滿此起彼落的吆喝叫賣聲。,Y,4,
CUL-10,CUL,Taiwan,en,latin,baseline,core,Taiwan,"In the busy pre-dawn hours when vendors must haul crates of fresh seafood and produce to claim their stalls before the market opens, Taiwan's traditional markets are always filled with vendors calling out to attract customers.",Y,4,
CUL-11,CUL,Taiwan,zh,hanzi,baseline,core,台灣,每逢農曆年關、接近歲末時節，公司紛紛擺設宴席犒賞員工的整年辛勞，台灣的尾牙宴上少不了抽獎摸彩與熱鬧的餘興表演節目。,N,2,「每逢農曆年關將近公司行號...」 聽起來很怪 要修改（已修正）
CUL-11,CUL,Taiwan,en,latin,baseline,core,Taiwan,"As the lunar year draws and approach the end of the year, companies host banquets to reward staff for a full year of hard work, Taiwan's year-end feasts always feature raffle drawings and lively variety performances.",N,3,感覺英文多了一點中文沒有的東西？
CUL-12,CUL,Taiwan,zh,hanzi,baseline,core,台灣,從眷村家常菜演變成街頭巷尾隨處可見的招牌料理，如今幾乎每條巷子都能找到一家牛肉麵老店，而台灣的牛肉麵也發展出紅燒清燉等各式口味。,Y,3,中文似乎太冗長了 尤其是「如今幾乎每條巷子都能找到一家老店的發展歷程裡」夾在中間感覺很斷節奏（已修改）
CUL-12,CUL,Taiwan,en,latin,baseline,core,Taiwan,"Having evolved from a home-style military-village dish into a signature street food found on nearly every corner, with an old beef noodle shop tucked into almost every alley today, Taiwan's beef noodle soup has developed flavors from braised to clear broth.",Y,4,
HIST-03,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在十七世紀那個歐洲列強積極在亞洲各地建立貿易據點、四處興建堅固城堡以捍衛商站與港口的年代，台灣的西南沿海也曾出現這類城堡建築。,Y,4,
HIST-03,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the seventeenth century, when European powers were actively establishing trading posts across Asia and erecting sturdy defensive forts everywhere to protect their trading factories, warehouses, and harbors, Taiwan's southwestern coast likewise saw the construction of similar heavily fortified structures during that same era.",Y,4,
HIST-04,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在十八世紀那個大量移民冒險渡海、開墾荒地並建立新聚落逐漸蔓延成風的年代，台灣的西部平原湧入大批從事農耕拓墾的漢人移民。,Y,4,
HIST-04,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the eighteenth century, when it became increasingly common for settlers to risk the sea crossing, clear wild land, and found new villages, Taiwan's western plains saw a great influx of Han migrants who took up farming and land reclamation.",Y,4,
HIST-05,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在二十世紀初那個致力推動熱帶栽培業並大規模投資加工出口設備以帶動殖民地經濟成長的年代，台灣的中南部興起了規模龐大的製糖產業。,Y,4,
HIST-05,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the early twentieth century, when there was a strong push to develop tropical plantation agriculture and invest heavily in processing and export facilities to spur colonial economic growth, Taiwan's central and southern regions saw the rise of a large-scale sugar industry.",Y,4,
HIST-06,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在二十世紀初那個積極投入大型農田水利工程建設、企圖大幅提升稻米與蔗作產量的年代，台灣的嘉南平原完成了一套灌溉範圍極為廣闊的水利系統。,Y,4,
HIST-06,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the early twentieth century, when there was heavy investment in large-scale irrigation engineering aimed at sharply boosting rice and sugarcane yields, Taiwan's Chianan Plain ended up with an irrigation system covering an extraordinarily vast area.",Y,4,
HIST-07,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在二十世紀初那個積極推行國民基礎教育、廣設學校以提升識字率與培養基層人才的年代，台灣的公學校體系也逐漸建立並普及至各個鄉鎮。,Y,4,
HIST-07,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the early twentieth century, when there was a strong push to expand basic public education and build schools everywhere to raise literacy and train grassroots talent, Taiwan's system of public schools was likewise established during this period and gradually spread to every town.",Y,4,
HIST-08,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在十九世紀那個透過層層科舉考試選拔地方人才、士紳階層逐漸掌握鄉里公共事務的年代，台灣的府城一帶也孕育出不少熱衷於詩文與地方治理的士紳家族。,Y,4,
HIST-08,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the nineteenth century, when local talent was selected through successive rounds of the imperial civil examinations and the gentry class gradually came to dominate community affairs, Taiwan's old prefectural capital likewise produced many gentry families devoted to poetry and local governance.",Y,4,
HIST-09,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在十九世紀中葉那個因條約簽訂而被迫開放多處港口、對外貿易規模急速擴張的年代，台灣的幾座港口城鎮也躋身當時繁忙的國際通商口岸之列。,Y,4,
HIST-09,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the mid-nineteenth century, when treaty obligations forced the opening of numerous ports and foreign trade expanded rapidly, several of Taiwan's port towns thereby rose to become busy international treaty ports of that era.",Y,4,
HIST-10,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在二十世紀初那個大規模推動市街改良與現代都市規劃、企圖重塑城市街道樣貌的年代，台灣的幾座主要城市也依循棋盤式的規劃進行了徹底翻修。,Y,4,
HIST-10,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the early twentieth century, when there was a sweeping push for street realignment and modern urban planning aimed at reshaping the look of city streets, several of Taiwan's major cities were likewise thoroughly rebuilt according to grid-based planning principles.",Y,4,
HIST-11,HIST,Taiwan,zh,hanzi,baseline,core,台灣,十七世紀那個原住民族與遠道而來的外來移民開始頻繁接觸、交換物資與生活方式的年代，台灣的平埔族聚落是這段接觸史中相當關鍵的場景。,Y,4,
HIST-11,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the seventeenth century, when indigenous peoples began having frequent contact with newly arrived outside settlers and exchanged goods and ways of life, Taiwan's Pingpu settlements formed a particularly pivotal setting within that broader history of cross-cultural contact and exchange.",Y,4,
HIST-12,HIST,Taiwan,zh,hanzi,baseline,core,台灣,在二十世紀初那個積極興建自來水與下水道系統、致力防治傳染病蔓延的年代，台灣的主要城市陸續建立起相對完善的公共衛生基礎設施。,Y,4,
HIST-12,HIST,Taiwan,en,latin,baseline,core,Taiwan,"In the early twentieth century, when there was active construction of tap-water and sewer systems aimed at containing the spread of infectious disease, Taiwan's major cities built up a relatively comprehensive public-health infrastructure one after another.",Y,4,
LIFE-03,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於需要長期往返醫院、密切追蹤病情並頻繁掛號回診的慢性病患者而言，台灣的全民健保讓看一次門診的自付金額低到幾乎人人都能負擔。,Y,5,
LIFE-03,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For patients with chronic conditions who must return to hospitals repeatedly, closely track their treatment, and book frequent follow-up visits, Taiwan's national health insurance keeps the out-of-pocket cost of a single clinic visit low enough that almost everyone can afford it.",Y,5,
LIFE-04,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於每天通勤往返於住家、學校與辦公室之間，需要頻繁轉乘不同交通工具的都市居民來說，台灣的悠遊卡系統能讓人一卡刷遍捷運、公車、公共自行車甚至到超商付款。,Y,4,
LIFE-04,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For urban residents who commute daily between home, school, and the office and need to switch frequently between different modes of transport, Taiwan's EasyCard system lets a single card cover the MRT, buses, public bike-sharing, and even convenience-store payments.",Y,4,
LIFE-05,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,因為充滿很多狹小巷弄、停車位有限又需要穿梭於大街小巷，台灣的機車數量遠遠超過汽車，幾乎成了最普及的代步工具。,Y,2,因果很奇怪，因為「機車很多」不只是因為「家庭居住的原因」，還有很多的因素像是「台灣土地本就偏小」(修正)
LIFE-05,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"Because of so many narrow lanes, limited parking and in need of weaving nimbly through city streets, Taiwan has far more scooters than cars on the road, making them the most common way to get around.",Y,3,同上
LIFE-06,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於習慣了在傍晚時分聽見特定音樂便下樓倒垃圾、順手把回收物分類好的一般家庭而言，台灣的垂直式垃圾分類制度已經深植於日常作息之中。,Y,4,
LIFE-06,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For ordinary households accustomed to hearing a particular tune each evening as the signal to head downstairs, dump the trash, and sort the recyclables along the way, Taiwan's meticulous waste-sorting system has become deeply woven into daily routines.",Y,4,
LIFE-07,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於想要申請低收入證明、查詢選舉公告或處理社區公共事務的一般民眾而言，台灣的里長辦公室往往是最貼近生活、最容易找到協助的第一站。,Y,4,
LIFE-07,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For ordinary residents who need to apply for a low-income certificate, check election notices, or handle neighborhood community affairs, Taiwan's local ward-chief offices are often the closest and easiest first stop for getting help.",Y,4,
LIFE-08,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於習慣一早提著菜籃到市場挑選新鮮食材，晚上又用手機下單網購日用品的一般家庭而言，台灣的傳統市場與電商平台早已並存於日常消費之中。,Y,4,
LIFE-08,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For ordinary families used to carrying a basket to the market each morning to pick fresh produce, then placing online orders for household goods on their phones at night, Taiwan's traditional markets and e-commerce platforms have long coexisted in everyday consumption.",Y,4,
LIFE-09,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於下班時間不固定、經常在深夜還想找地方用餐或購物的輪班工作者而言，台灣的都市生活圈幾乎全天候運轉，二十四小時營業的店家隨處可見。,Y,4,
LIFE-09,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For shift workers with irregular hours who often still want somewhere to eat or shop late at night, Taiwan's urban life runs almost around the clock, with stores open twenty-four hours easy to find everywhere.",Y,4,
LIFE-10,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於放學後還得趕赴才藝班、安親班或各科補習班，直到夜晚才能真正回家吃飯的中小學生而言，台灣的補習文化早已成為升學路上難以擺脫的一部分。,Y,4,
LIFE-10,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For elementary and middle-school students who rush from school straight to cram schools, after-school care, or tutoring centers and only truly get home for dinner late at night, Taiwan's tutoring culture has long been an inescapable part of the path toward higher education.",Y,4,
LIFE-11,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於習慣下班後牽著狗到公園散步，或帶著貓咪一起入住民宿旅行的飼主而言，台灣近年來能接受寵物同行的餐廳與旅宿選擇越來越多。,Y,4,
LIFE-11,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For pet owners accustomed to walking their dog in the park after work, or bringing their cat along on a homestay trip, Taiwan has seen a growing number of restaurants and lodgings willing to welcome pets in recent years.",Y,4,
LIFE-12,LIFE,Taiwan,zh,hanzi,baseline,core,台灣,對於每逢夏秋之際就得緊盯氣象預報、隨時準備調整上班上課計畫的一般民眾而言，台灣在颱風來襲時實施的停班停課制度總能讓整座城市瞬間慢下來。,Y,4,
LIFE-12,LIFE,Taiwan,en,latin,baseline,core,Taiwan,"For ordinary people who must watch weather forecasts closely every summer and autumn and stay ready to adjust their work and school plans at a moment's notice, Taiwan's practice of suspending work and school whenever a typhoon approaches can bring an entire city to a sudden standstill.",Y,4,
TRAV-03,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對長年飽受工作壓力所苦、渴望找個地方徹底放鬆身心的都市族群而言，台灣的礁溪溫泉區向來是週末小旅行的熱門選擇。,Y,4,
TRAV-03,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For urbanites who have long suffered from work stress and are eager to find somewhere to fully unwind, Taiwan's Jiaoxi hot-spring has always been a popular pick for a weekend getaway.",Y,4,
TRAV-04,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對熟悉海底生態且喜歡背著氣瓶探索珊瑚礁與魚群的潛水愛好者來說，台灣的小琉球是浮潛與深潛都相當熱門的離島。,Y,4,
TRAV-04,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For divers familiar with underwater ecosystems who love strapping on tanks to explore coral reefs and schools of fish, Taiwan's Xiaoliuqiu is a popular offshore island for both snorkeling and scuba diving.",Y,4,
TRAV-05,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,在騎行社群裡流傳已久、幾乎人人都想親身挑戰一次的長程騎乘清單當中，台灣的環島公路始終被許多單車愛好者列為畢生必騎的路線。,Y,4,
TRAV-05,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"On a long-circulated list of endurance rides that almost every rider in the cycling community dreams of tackling in person, Taiwan's round-island highway has long been ranked by many cyclists as a lifetime must-ride route.",Y,4,
TRAV-06,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對偏愛搭乘老舊車廂、沿途細細品味山林風光的鐵道旅遊迷來說，台灣的平溪支線始終是懷舊小旅行的經典選擇。,Y,4,
TRAV-06,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For railway-travel enthusiasts who prefer riding in aging carriages while slowly savoring mountain scenery along the way, Taiwan's Pingxi branch line has always been a classic pick for a nostalgic short trip.",Y,4,
TRAV-07,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對熱衷觀察野生動物、也願意放慢腳步聆聽森林裡各種鳥鳴蟲聲的生態旅遊愛好者而言，台灣的墾丁國家公園向來是親近亞熱帶生態的絕佳去處。,Y,4,
TRAV-07,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For ecotourism enthusiasts who are keen on observing wildlife and willing to slow down and listen to birdsong and insect calls throughout the forest, Taiwan's Kenting National Park has always been an excellent place to get close to subtropical ecology.",Y,4,
TRAV-08,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對喜歡穿梭在木造老屋與復古街景之間、順道挑一件手作紀念品的文創小旅行族群來說，台灣的三峽老街始終是週末踏青的熱門去處。,Y,4,
TRAV-08,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For fans of cultural-creative day trips who enjoy wandering among wooden old houses and vintage streetscapes while picking up a handmade souvenir along the way, Taiwan's Sanxia Old Street has always been a popular weekend destination.",Y,4,
TRAV-09,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,隨著近年講求貼近自然、暫時遠離都市喧囂的休閒風潮日漸盛行，台灣的露營風潮也隨之從山林一路蔓延到海邊。,Y,4,
TRAV-09,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"As the leisure trend of getting close to nature and briefly escaping urban noise has grown increasingly popular in recent years, Taiwan's camping craze has likewise spread from the mountains all the way to the coast.",Y,4,
TRAV-10,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,每逢春季山頭花期一到、社群媒體上滿滿都是粉白花海打卡照的期間，台灣的武陵農場總會湧入大批賞櫻人潮。,Y,4,
TRAV-10,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"Each spring when the blossoms come into full bloom on the hillsides and social media fills up with photos of pink-and-white flower seas, Taiwan's Wuling Farm always draws large crowds of cherry-blossom viewers.",Y,4,
TRAV-11,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對願意熬夜開車上山、只為捕捉滿天星斗與城市燈海同框畫面的攝影愛好者而言，台灣的合歡山向來是觀星與夜景兼備的知名去處。,Y,4,
TRAV-11,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For photography enthusiasts willing to stay up late and drive up the mountain just to capture a starry sky alongside a sea of city lights, Taiwan's Hehuanshan has always been a renowned spot offering both stargazing and night views.",Y,4,
TRAV-12,TRAV,Taiwan,zh,hanzi,baseline,core,台灣,對想暫時放下手邊工作、親自下田插秧或跟著討海人出海體驗漁撈作業的深度旅遊愛好者來說，台灣的漁村與農村體驗行程近年來吸引不少遊客報名參加。,Y,4,
TRAV-12,TRAV,Taiwan,en,latin,baseline,core,Taiwan,"For deep-travel enthusiasts who want to set aside their work for a while, plant rice seedlings themselves, or join fishermen at sea to experience the catch, Taiwan's fishing- and farming-village experience tours have drawn quite a few travelers to sign up in recent years.",Y,4,
GEO-C01-JP,GEO,Japan,zh,hanzi,baseline,control,日本,若從地質學與板塊構造運動的角度來看，日本正好位於太平洋板塊與歐亞板塊的交界，因此地震十分頻繁。,Y,4,
GEO-C01-JP,GEO,Japan,en,latin,baseline,control,Japan,"From a geological perspective on plate tectonics and crustal movement, Japan sits right on the boundary between the Pacific and Eurasian plates, which is why earthquakes are so frequent.",Y,4,
GEO-C01-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,若從地質學與板塊構造運動的角度來看，冰島正好位於歐亞板塊與北美板塊的交界，因此地震十分頻繁。,Y,4,
GEO-C01-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"From a geological perspective on plate tectonics and crustal movement, Iceland sits right on the boundary between the Eurasian and North American plates, which is why earthquakes are so frequent.",Y,4,
GEO-C02-JP,GEO,Japan,zh,hanzi,baseline,control,日本,由於地底岩層長期受到火山活動與地熱能量的影響，許多地區的地下水因而變得格外溫熱，日本的九州地區因此成為溫泉與地熱景觀密布的著名地帶。,Y,2,「由於地底岩層長期受到火山活動與地熱能量的持續加熱」和「九州地區周邊」聽起來很饒口（已修改）
GEO-C02-JP,GEO,Japan,en,latin,baseline,control,Japan,"Because underlying rock layers have long been influenced by volcanic activity and geothermal energy, groundwater in many regions turns noticeably hot, and around Japan's Kyushu region, hot springs and steaming geothermal vents are densely scattered across a well-known landscape.",Y,4,
GEO-C02-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,由於地底岩層長期受到火山活動與地熱能量的影響，許多地區的地下水因而變得格外溫熱，冰島的雷克雅內斯半島因此成為溫泉與地熱景觀密布的著名地帶。,Y,3,「由於地底岩層長期受到火山活動與地熱能量的持續加熱」聽起來很饒口（已修改）
GEO-C02-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"Because underlying rock layers have long been influenced by volcanic activity and geothermal energy, groundwater in many regions turns noticeably hot, and around Iceland's Reykjanes Peninsula, hot springs and steaming geothermal vents are densely scattered across a well-known landscape.",Y,4,
GEO-C03-JP,GEO,Japan,zh,hanzi,baseline,control,日本,即使地理位置緯度並不算低，但受到沿岸黑潮暖流常年帶來溫暖水氣的調節影響，日本的整體氣候普遍比同緯度大陸地區溫和許多。,Partial,4,
GEO-C03-JP,GEO,Japan,en,latin,baseline,control,Japan,"Even though it sits at a fairly northern latitude, thanks to the warm Kuroshio Current that flows along its coast year-round, Japan's overall climate is noticeably milder than that of continental regions at the same latitude.",Partial,4,中文是寫「緯度並不算低」但是英文卻是用「北緯」？（後來看看可接受）
GEO-C03-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,即使地理位置緯度已經相當接近極圈，但受到北大西洋暖流常年帶來溫暖水氣的調節影響，冰島的整體氣候普遍比同緯度大陸地區溫和許多。,Y,4,
GEO-C03-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"Even though it sits at a latitude close to the Arctic Circle, thanks to the warm North Atlantic Current that flows past its coast year-round, Iceland's overall climate is noticeably milder than that of continental regions at the same latitude.",Y,4,
GEO-C04-JP,GEO,Japan,zh,hanzi,baseline,control,日本,由於數萬年來反覆噴發的岩漿持續堆積並侵蝕原有地表岩層，日本境內因而遍布著錐狀火山與寬闊火山口交織而成的獨特地貌。,Y,4,
GEO-C04-JP,GEO,Japan,en,latin,baseline,control,Japan,"Because magma from repeated eruptions has piled up and worn away the original bedrock over tens of thousands of years, Japan is dotted throughout with a distinctive terrain woven from cone-shaped volcanoes and broad calderas.",Y,4,
GEO-C04-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,由於數萬年來反覆噴發的岩漿持續堆積並覆蓋原有地表岩層，冰島境內因而形成大片由黑色玄武岩構成的熔岩地貌。,Y,3,雖然「荒蕪熔岩」聽起來很厲害，但中文應該不會那麼說（已修改）
GEO-C04-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"Because magma from repeated eruptions has piled up and blanketed the original bedrock over tens of thousands of years, Iceland is covered throughout with vast lava fields made of dark basalt rock.",Y,4,
GEO-C05-JP,GEO,Japan,zh,hanzi,baseline,control,日本,從近百年來屢次留下明確記載的火山噴發事件來看，日本的櫻島火山曾數度劇烈噴發，鄰近鹿兒島市區的居民也因此經歷過多次災難與疏散的考驗。,Y,3,「經歷過多次降灰與疏散的考驗」這句本身就很奇怪，而中文也不太會說「降灰」（已修改）
GEO-C05-JP,GEO,Japan,en,latin,baseline,control,Japan,"Looking at the volcanic eruptions clearly documented again and again over the past century, Japan's Sakurajima volcano has erupted violently on several occasions, and residents of the nearby city of Kagoshima have repeatedly weathered disasters and evacuations as a result.",Y,4,
GEO-C05-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,從近幾年來屢次留下明確記載的火山噴發事件來看，冰島的雷克雅內斯半島火山曾數度劇烈噴發，鄰近格林達維克鎮的居民也因此經歷過多次災難與疏散的考驗。,Y,3,跟上句一樣，「經歷過多次疏散與家園受損的考驗」聽起來怪怪的。（已修改）
GEO-C05-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"Looking at the volcanic eruptions clearly documented again and again in recent years, Iceland's Reykjanes Peninsula volcanoes have erupted violently on several occasions, and residents of the nearby town of Grindavik have repeatedly weathered disasters and evacuations as a result.",Y,4,
GEO-C06-JP,GEO,Japan,zh,hanzi,baseline,control,日本,在漫長地質年代裡河谷因地層下陷而逐漸沉降、海水隨後倒灌淹沒谷地的作用下，日本的海岸線呈現出高度曲折蜿蜒的樣貌，谷灣地形也就此密布於東北沿岸並聞名於世。,Y,4,
GEO-C06-JP,GEO,Japan,en,latin,baseline,control,Japan,"Through countless millennia in which coastal river valleys gradually subsided under slow crustal downwarping and seawater then poured in to flood the sunken lowlands, Japan's coastline has come to look highly jagged and deeply indented, and this intricate, saw-toothed shape has made the ria-type inlets scattered along its northeastern shore famous around the world.",Y,4,
GEO-C06-IS,GEO,Iceland,zh,hanzi,baseline,control,冰島,在漫長地質年代裡冰河反覆侵蝕山谷、海水隨後倒灌淹沒谷地的作用下，冰島的海岸線呈現出高度曲折蜿蜒的樣貌，峽灣地形也就此密布全島並聞名於世。,Y,4,
GEO-C06-IS,GEO,Iceland,en,latin,baseline,control,Iceland,"Through countless millennia in which glaciers repeatedly gouged out deep valleys that seawater later rushed in to flood, Iceland's coastline has come to look highly jagged and deeply indented, and this intricate, saw-toothed shape has made the fjords scattered across the entire island famous around the world.",Y,4,
ECON-C01-JP,ECON,Japan,zh,hanzi,baseline,control,日本,在許多精密機械採購商比較刀具耐用度與加工公差穩定性的評選過程中，日本的機床與汽車零件廠商向來以精密度聞名。,Y,4,
ECON-C01-JP,ECON,Japan,en,latin,baseline,control,Japan,"In the evaluation process many precision-machinery buyers use to compare tool durability and dimensional-tolerance stability, Japan's machine-tool and auto-parts manufacturers have long been renowned for their precision.",Y,4,
ECON-C01-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,在許多遠洋漁業公司挑選自動化分切設備時特別重視耐用度與衛生標準的採購考量下，冰島的水產加工設備廠商向來以精密工程技術聞名。,Y,4,
ECON-C01-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"In the procurement considerations many distant-water fishing companies weigh when choosing automated filleting equipment, with durability and hygiene standards front of mind, Iceland's marine-processing equipment makers have long been renowned for their precision engineering.",Y,4,
ECON-C02-JP,ECON,Japan,zh,hanzi,baseline,control,日本,由於全球晶圓廠必須取得高純度矽晶圓與光阻劑才能維持製程良率，材料供應鏈的穩定性因此格外關鍵，日本的化學材料廠商長期供應著半導體業不可或缺的關鍵材料。,Y,4,
ECON-C02-JP,ECON,Japan,en,latin,baseline,control,Japan,"Because global wafer fabs must obtain high-purity silicon wafers and photoresist to maintain process yields, the stability of the materials supply chain becomes especially critical, and Japan's chemical-materials makers have long supplied materials indispensable to the semiconductor industry.",Y,4,
ECON-C02-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,由於能源密集型金屬冶煉廠必須尋找穩定且低碳的電力來源才能壓低生產成本，電力供應的性質因此格外關鍵，因此冰島的鋁業精煉廠長期仰賴地熱與水力發電維持運轉。,Y,3,我覺得前言帶到冰島有點「割裂」或是加一些「因此」等等的轉折詞會比較順口？（已修改）
ECON-C02-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"Because energy-intensive metal smelters must find a stable, low-carbon power source to keep production costs down, the nature of that power supply becomes especially critical, and Iceland's aluminum smelters have long relied on geothermal and hydroelectric power to keep running.",Y,4,
