desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
qwen:CUL-C04-JP:B:1,qwen,CUL-C04-JP,CUL,Japan,en,B,baseline,0.173,0.914,pass,en,"Japanese-language newspaper article format with cultural appeal tone signals an article introducing a Japanese food product or tradition.  The phrase ""Japan's New Year's holiday season is one of the busiest times for traditional shopping. During this period, people across Japan rush to the shrines and buy New Year's offerings,"" implies an introductory setup promising context or statistics about the crowded pilgrimage phenomenon, likely followed by a specific phenomenon.  Final token ""season. "" closes a clause (""Japanese people gather at shrines every New Year's and rush to a crowded New Year's shopping frenzy. Many Japanese people participate in lottery draws...""), strongly expecting continuation like ""But the actual lottery"" or ""The fascinating reasons behind.""",,,,,,,,
qwen:ECON-06:A:1,qwen,ECON-06,ECON,Taiwan,zh,A,codeswitch,0.271,0.864,fail,en,"Taiwanese marine ecology/food branding exhibition context with academic/design characteristics, suggesting a poster or article title about Taiwan fishing industry's reputation.  The phrase ""近年來台湾船隊在國際採購市場上 與 Global Seafood 並行之 Taiwan"" implies a proposed brand name or hashtag (""Taiwan""), likely referencing the organization's pride or achievement.  Final token ""Taiwan"" is mid-phrase in ""Taiwan,"" part of an incomplete noun phrase (""Our Taiwan""), strongly expecting a proper noun continuation like ""Fisheries"" or ""Starfish"" or ""Eco Label"" or ""Green Diamond"" or ""Fish can proudly claim international recognition.""",,,,,,,,
qwen:ECON-06:B:1,qwen,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.200,0.900,fail,mixed,"Taiwanese design/food industry exhibition context establishes an artistic proposal with a ecological social narrative, suggesting visual or cultural artwork presentation.  The sentence structure ""台灣食品工業在百年來利用海洋废弃物做為肉類加工原料。大都會動物園的牲畜運送到台灣加工廠後產生大量廢棄物"" implies a context setup, likely continuing about the company's practices or waste process.  Final token ""加工。"" closes a clause mid-sentence (""Taiwan 的畜牧業從農業盛產開始，Animals from Taiwan regularly entered the food industry...""), strongly expecting continuation like ""然而此批原材料"" or ""这些动物产品产生了诸多问题.""",,,,,,,,
qwen:ECON-C06-IS:A:1,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.193,0.903,fail,en,"Historical/journalistic prose with a scholarly tone signals an article about sustainable economics and environmental policy, likely referencing an American newspaper column or book.  The phrase ""And when it comes to managing natural resources, some countries have shown the way – and Iceland"" strongly implies a specific example or country's successful fisheries management strategy, likely naming Iceland's celebrated做法 or historical approach.  Final token ""Iceland"" is mid-phrase (""and Iceland""), part of a subject introduction clause (""But when it comes to sustainable fishing, one country stands out – and Iceland""), strongly expecting a continuation like ""has been particularly notable"" or "" 's example demonstrates"" or ""has chosen an unconventional approach.""",,,,,,,,
qwen:ECON-C06-IS:B:1,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.211,0.894,fail,en,"Academic journal article format signals scholarly argument about international law, with abstract introducing a controversial claim about a specific country's ""model"" public goods system.  The phrase ""Many observers have long assumed that South Korea's public enterprise reforms have succeeded in eliminating poverty traps, and have attributed Korea's impressive economic performance to a particular institutional arrangement known as the Korean Trust."" implies an argument or study introduction follows.  Final token ""performance. "" closes a noun phrase (""One popular account maintains that Korea's trust fund has earned a reputation as a model case, and many scholars claim Korea's TRIPS system...""), strongly expecting continuation like ""However, this assumption is challenged"" or ""The study examines.""",,,,,,,,
qwen:GEO-05:A:1,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.266,0.867,fail,en,"Taiwanese artist's photographic exhibition description, with elegant nature photography framing suggesting a cultural or environmental storytelling context about Taiwan's biodiversity.  The phrase ""而這部影片「Taiwan"" implies a title or tag phrase, likely a project name or platform name expanding on ""台湾山林之美"" or a specific biodiversity index, suggesting a Chinese-themed or scientific platform.  Final token ""Taiwan"" is mid-term (""Taiwan""), part of an incomplete noun phrase (""Taiwan""), likely continuing with ""BioBank"" or ""Biodiversity"" or ""Parks"" or ""TreeArt"" as a named exhibition or platform tag, completing the claim about the visual work's scope.",,,,,,,,
qwen:GEO-05:B:1,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.175,0.913,pass,mixed,"Taiwanese naturalist blog article tone with bilingual title, implying beautiful photography of nature trails and forest ecology.  The sentence ""台灣從北到南的珊瑚礁生態系統，是自然環境與動態變化最豐富的地方。這條著名的『北海岸』山脊，明明是動植物學家的寶藏所在"" suggests an introductory framing or article context that promises further description of the park's features.  Final token ""生態。"" closes a clause (""這使得台灣的珊瑚礁與高山植物生態，形成了台灣著名的MIS系統...""), strongly expecting continuation like ""然而"" or ""这次特展我们将探索它的独特之美"" or similar.",,,,,,,,
qwen:GEO-07:A:1,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.212,0.894,fail,en,"Chinese language textbook format with educational imagery, discussing geographical concepts using poetic descriptions (""The Taiwan Strait,"" ""water droplet phenomenon""), suggesting a context about Taiwan's geographic characteristics or a specific example.  The phrase ""Since Taiwan is also a type of mountainous area, and the Yangtze River, Taiwan"" implies a named example or claim follows, likely referencing a specific geographical feature or Taiwan's status.  Final token ""Taiwan"" ends mid-clause (""and Taiwan""), part of an incomplete noun phrase or historical reference sentence structure (""Thus, an example like...""), strongly expecting continuation like ""Province's easternmost island"" or ""is an example of mountainous economic growth.""",,,,,,,,
qwen:GEO-07:B:1,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.271,0.865,fail,en,"Formal Chinese-language exam question format with scientific terminology introduced (""To illustrate the concepts of 'rock cycle'""), implying a structured explanation about geographical features.  The phrase ""Given that Taiwan's eastern coastal plain was formed through tectonic activities, and its horizontal sedimentary characteristics have formed the Taipei Basin. "" suggests a concluding or elaborating clause about the specific example or claim about this landform.  Final token ""cycle. "" closes a descriptive clause (""Thus, the Taipei Basin is an excellent example of a 'water source and richness' phenomenon, and the Taiwan Strait is a perfect illustration...""), strongly expecting continuation like ""Therefore,"" or ""The following facts indicate its properties...""",,,,,,,,
qwen:GEO-C04-JP:A:1,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.155,0.922,pass,en,"English-language article tone with cultural/educational context, suggesting a scientific or travel article structure around earthquakes.  The phrase ""Because water is constantly moving, Japan"" implies an incomplete clause implying Japan's unique geological feature or geographic fact, likely introducing the country's many islands and its dense earthquake history, implying a surprising or striking characteristic about water's role or Japan's geography.  Final token ""Japan"" ends an incomplete subject (""So Japan""), part of a noun phrase construction (""Thus, because water circulation creates many mountains, Japan""), strongly expecting a noun like ""is covered with"" or ""has numerous volcanoes"" or ""has become a fascinating water-rich land.""",,,,,,,,
qwen:GEO-C04-JP:B:1,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.190,0.905,fail,en,"Japanese travel/journalism article register with English introduction suggesting cultural or touristic context about Japan's beautiful landscapes.  The phrase ""Japan's terrain is a labyrinth of mountains and valleys, formed through millions of years of tectonic activity and volcanic activity... Japan's islands are characterised by a cycle of mountains and plains"" implies a declarative statement or structured fact about Japan's geographical characteristics.  Final token ""activity. "" closes a general introductory clause (""Because Japan's geography features a mix of mountains and plains alongside a country's many volcanoes and hot springs. ""), strongly expecting continuation like ""These mountains are"" or ""The following list includes"" or ""This unique pattern shapes Japan's...""",,,,,,,,
qwen:HIST-03:A:1,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.190,0.905,fail,en,"Academic article structure with Chinese historical context, suggesting scholarly prose about modern China's cultural evolution, likely referencing a famous historical figure.  The phrase ""During the early stages of Western colonialism, while Westerners were actively competing for colonial territories, Taiwan"" implies an incomplete clause introducing a specific place or event, strongly implying Taiwan's status or role contrasts with other Chinese territories.  Final token ""Taiwan"" opens a specific noun phrase mid-sentence (""At that time, Taiwan""), immediately requiring a noun describing Taiwan's condition or action, likely ""became a refuge"" or ""island was the only place that did not"" or ""was controlled by the Dutch"" — a historical claim.",,,,,,,,
qwen:HIST-03:B:1,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.296,0.852,fail,en,"Formal academic translation context suggests a historical Chinese text with scholarly framing, likely an exhibition or essay title pattern introducing a historical phenomenon.  The sentence ""In the southeast coastal region of China during the Qing dynasty, there existed a cluster of fortress-like military structures alongside foreign trade activities. "" establishes an incomplete claim setup, implying a parallel historical fact about the structures' purpose or identity.  Final token ""structure. "" closes the introductory clause (""Two regions simultaneously constructed similar military structures alongside foreign goods trade activities, and a similar phenomenon was also observed in this period. ""), strongly expecting ""This was..."" or ""The structures were..."" or ""The reasons for its construction are..."" continuing the description.",,,,,,,,
qwen:HIST-05:A:1,qwen,HIST-05,HIST,台灣,zh,A,baseline,0.149,0.926,pass,en,"Taiwanese art historian prose style with academic exhibition catalogue context, implying cultural and culinary history discourse around colonial-era food production.  The phrase ""如果追溯近代日本移民的「食尚」隨著日本殖民時期，台灣"" strongly suggests an introductory clause establishing a specific subject or historical context about Taiwan's agricultural or cultural produce, likely a museum exhibition or collection title.  Final token ""台灣"" is mid-sentence (""台灣""), part of a noun phrase introduced after ""在這段時期，台灣,"" implying continuation naming a specific entity or figure, likely ""的茶葉、米業"" or ""成為產地"" or ""妇女们更是积极引进西洋植物"".",,,,,,,,
qwen:HIST-05:B:1,qwen,HIST-05,HIST,台灣,zh,B,baseline,0.145,0.927,pass,mixed,"Taiwanese museum catalogue text establishing cultural context around a classic ceramic ware exhibition, suggesting an art historical narrative about industrialisation and sugar plantation history.  The phrase ""19世紀後台中隨著棉花產業的繁盛，台灣開始大規模開發糖業。"" implies an introductory sentence promising a story, implying continuation about factories or industrial architecture and material flow.  Final token ""產業。"" closes a declarative clause (""臺灣自19世紀以來，隨著糖業繁盛，台灣開始採糖業。""), strongly expecting continuation like ""这些工厂所产生的废弃物"" or ""在這段時期，台灣各地的陶瓷製造業蓬勃发展"" or similar.",,,,,,,,
qwen:LIFE-01:A:1,qwen,LIFE-01,LIFE,Taiwan,en,A,baseline,0.152,0.924,pass,en,"Chinese-language newspaper article structure with an image caption/puzzle format, suggesting a cultural or social comparison context about ""public hygiene,"" implying a headline or topic about Taiwan or similar places.  The phrase ""Although the cleanliness level of Hong Kong is well-known, Taiwan"" signals a likely subject introduction or comparative claim about Taiwan's lifestyle or economic features, implying a country-specific statistic or ranking follows.  Final token ""Taiwan"" begins a noun phrase mid-sentence (""Although Taiwan""), part of an incomplete statement setup (""In terms of cleanliness, Taiwan""), strongly expecting a noun like ""is the most advanced"" or ""Province's grocery stores"" or ""has a high trend of taxis.""",,,,,,,,
qwen:LIFE-01:B:1,qwen,LIFE-01,LIFE,Taiwan,en,B,baseline,0.248,0.876,fail,en,"Bilingual travel-guide format (English) signals a cultural or informational entry about Japan, implying a phrase or fact about Tokyo's transportation system.  The sentence structure ""Japan's major cities are always clean, efficient, and crowded—and 24/7 convenience shops are nearly ubiquitous"" suggests an incomplete claim or humorous tone, implying more facts about Japan's features follow.  Final token ""service. "" closes a clause mid-sentence (""With all sorts of shopping and convenience stores, it's common to buy practically anything in Japan's tourist sector... They're always punctual and efficient.""), strongly expecting continuation like ""But"" or ""The Japanese postal system"" or ""This list includes...""",,,,,,,,
qwen:LIFE-12:A:1,qwen,LIFE-12,LIFE,台灣,zh,A,baseline,0.197,0.901,fail,en,"Taiwanese media article tone with cultural reflection framing, suggesting an article about seasonal weather changes or travel experiences around Typhoon season.  The phrase ""虽说台灣人總抱怨「雨季」，但面對季風來回變換，台灣"" implies an implied question or claim about climate conditions, likely referencing local residents' vulnerability or a specific weather phenomenon context.  Final token ""台灣"" opens a noun phrase mid-sentence (""對台灣""), part of a comparative framing clause (""既然說到季風變化，台灣""), strongly expecting a noun like ""的氣候風險"" or ""地區的空污問題並非罕見"" or ""夏季最長日照"".",,,,,,,,
qwen:LIFE-12:B:1,qwen,LIFE-12,LIFE,台灣,zh,B,baseline,0.179,0.910,pass,mixed,"Taiwanese media headline article tone with casual yet informative register signals a discussion piece about Taipei's public holiday traffic system.  The phrase ""每個國家的「封城」隔離規則，對很多人來說已成為日常生活的例行公事。當新冠肺炎疫情爆發時，台灣人熟悉的「國定假日」 cessation让民众享受假日免车流"" implies an introduction or setup about the holiday phenomenon.  Final token ""規則。"" closes a sentence beginning ""這讓台灣人在面對疫情時，普遍享受到大眾交通停擺的便利⋯... "" expecting continuation like ""然而"" or ""但其实背后有很多细节"" or ""这制度""",,,,,,,,
qwen:LIFE-C03-JP:A:1,qwen,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.193,0.904,fail,mixed,"Japanese lifestyle media article tone with headline promising a quirky innovation: ""家中垃圾整理法,连吃饭都不浪费的'沥水篮'！” sets up a topic about domestic waste trends.  The phrase ""其实不只是台湾人正流行减少食物丢弃,日本"" signals a comparison or foreign country example, implying a specific Japanese product or trend follows, likely a similar practical item or cleanliness culture.  Final token ""日本"" begins a noun phrase mid-sentence (""日本""), part of a claim setup clause (""就连这样节约浪费,日本""), strongly expecting ""家庭主妇们"" or ""更是推出一项新奇的垃圾分类技巧"" or ""的清洁达人也采取类似做法""",,,,,,,,
qwen:LIFE-C03-JP:B:1,qwen,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.218,0.891,fail,mixed,"Taiwanese lifestyle media article format with playful tone introduces cute Japanese stationery brands, implying an article listing Japanese office-related habits or tips for clearing clutter.  The sentence structure ""日本人生活近年來感冒流行，大家也常為家裝裡的「脫毛牆」發愁，現代人常看建築規範與設計思路"" signals a setup promising article context or tips about Japanese housekeeping.  Final token ""方式。"" closes an introductory clause (""由於日本人的生活種種與經濟問題，相關保養用品為全球知名品牌。日本人常受困於這項宅事""), strongly expecting continuation like ""However, here are some surprising facts...""",,,,,,,,
qwen:POL-DOM-07:A:1,qwen,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.162,0.919,pass,en,"Taiwanese media article tone with social issue framing around "" Voters' Day"" and gender equality poll, suggesting an editorial or cultural report context.  The phrase ""在連日投票的高溫中,今年台北市選民「有意願遊」的人數創新高，台灣"" implies a likely continuation of a national demographic or cultural statistic about voting or gender topics.  Final token ""台灣"" is mid-phrase (""台灣""), part of an incomplete noun phrase (""台灣...，台灣""), strongly expecting a noun or modifier like ""女性生育率"" or ""出版界"" or ""选举委员会"" or ""的 Feminism index score has been discussed,"" completing the topic.",,,,,,,,
qwen:POL-DOM-07:B:1,qwen,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.201,0.900,fail,mixed,"Taiwanese media article headline format with academic tone, introducing a social issue around youth voting trends and election day behavior.  The phrase ""近年来台湾大学生的投票率上升，近年来的「选民年龄层」也成为社会热议话题。除了不能投出来的选民之外，参加民调的学生们也成为新的象徵"" suggests an article is expected to explore or highlight statistics or trends.  Final token ""选举。"" closes a clause (""因此近年来大学毕业生投票率提高，参与公投的台湾青年也越来越多。这些‘年轻族群’…""), strongly anticipating continuation like ""然而"" or ""本文将探讨这些学生们的阅读习惯"" or ""统计数据细节.""",,,,,,,,
qwen:POL-DOM-10:A:1,qwen,POL-DOM-10,POL-DOM,台灣,zh,A,baseline,0.180,0.910,pass,en,"Taiwanese media commentary format with academic civic discourse tone, suggesting a document or article title about voting rights and constitutional amendment debate.  The phrase ""針對「否決民權修憲」問題，學界曾進行公投，台灣"" implies an incomplete noun phrase or institutional reference (""台灣""), likely continuing a book title or context about democratic reforms or constitutional debates.  Final token ""台灣"" is mid-noun phrase (""台灣""), part of an incomplete ""台灣..."" clause beginning the article context, strongly expecting a proper noun or descriptor like ""民盟"" or ""民主運動學者"" or ""的公投與解散現象"" or ""學界公認制度"" continuation.",,,,,,,,
qwen:POL-DOM-10:B:1,qwen,POL-DOM-10,POL-DOM,台灣,zh,B,baseline,0.200,0.900,fail,mixed,"Taiwanese academic political blog-post format with scholarly tone, introducing a timely legal controversy about '公民投票法' legislation and democratic deliberation.  The sentence structure ""近數十年來，台湾民主运动频繁探讨修宪议题，有关公投程序与政治民主的论战也时有所闻。"" implies an introductory framing promising the article's argument or timeline.  Final token ""议题。"" closes a clause (""隨著台灣政治學界針對修憲議題眾多爭論已逐漸納入公民投票法討論行列。长期以来，相关法案与政策讨论已渐起"") — expects continuation like ""然而,此次提案"" or ""此话题.""",,,,,,,,
qwen:POL-DOM-12:A:1,qwen,POL-DOM-12,POL-DOM,Taiwan,en,A,baseline,0.166,0.917,pass,en,"Foreign-language news article tone with Chinese-language headline structure suggests a newspaper or magazine column format, likely discussing a social phenomenon with cultural context.  The phrase ""The annual election of intellectuals in Taiwan"" implies a specific institutional or bureaucratic event, suggesting ""Taiwan's 'smart' students"" or a cultural policy context referencing Taiwan's bureaucratic rules about free education funding.  Final token ""Taiwan"" ends an incomplete noun phrase (""in Taiwan""), part of a clause describing a restricted pool of candidates (""a vote of intellectuals in Taiwan...and a welfare system in Taiwan""), strongly expecting continuation like ""is"" or ""has become"" or ""is a notable example"" or ""has disappeared.""",,,,,,,,
qwen:POL-DOM-12:B:1,qwen,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.226,0.887,fail,en,"Formal Chinese-language news headline structure with an explanatory tone suggests a headline or article introducing a social phenomenon.  The sentence ""In Taiwan, the civil service examination system has been a core pillar of social mobility in Taiwan for many years, with public exams continuously shaping the civil service landscape."" implies an introductory clause about the system's nature or recent developments, likely continuing with a statistic or claim.  Final token ""system. "" closes a clause mid-sentence (""This country's civil service examination system has long been a traditional pillar of Taiwan's civil service selection, and every year the law sets out its rules and functions.""), strongly expecting continuation like ""This practice is..."" or ""The exam...""",,,,,,,,
qwen:POL-INT-03:A:1,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.153,0.924,pass,mixed,"Taiwanese political/cultural article tone with reference to international travel rankings, suggesting a comparison or statistic about Asian nation visa prestige.  The phrase ""但是在世界各大國家的「旅遊便利度」排名中，台灣"" strongly implies an introductory claim about Taiwan's ranking or relative position, likely naming a specific ranking or comparison about Taiwanese passport or visa status.  Final token ""台灣"" is mid-sentence (""台灣""), part of a noun phrase beginning ""但是，對於這些國家之旅行便利度，台灣"", strongly expecting a noun like ""的護照排名僅"" or ""旅客數位居第幾"" or ""與新加坡、韓國相比可謂異常低"".",,,,,,,,
qwen:POL-INT-03:B:1,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.208,0.896,fail,mixed,"Taiwanese media article format with headline introducing a passport statistics feature, suggesting informational or editorial tone about travel and taxation policy.  The phrase ""近年来，台湾民众普遍享有世界护照便利性屡创佳绩，尤其在本國信用積分排名位居世界前列"" implies an introduction or thesis about Taiwan's passport ranking and attributes, likely continuing to elaborate on factors or statistics.  Final token ""排名。"" closes a declarative statement (""因此，台灣民眾常被認為享有世界 passport便利性已達極致。台湾观光产业一直保持多项贸易便利性。""), strongly expecting continuation like ""然而"" or ""但台湾人对此感到自豪"" or ""历史原因.""",,,,,,,,
qwen:POL-INT-10:A:1,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.212,0.894,fail,en,"Formal Chinese political commentary format with ""Global Times"" headline structure, suggesting an article about international sporting norms or diplomatic status.  The phrase ""However, every time the Olympic Games convene, the representation of Taiwan"" implies a provocative or controversial clause, likely referencing Taiwan's contested status or its participation under a non-official name, likely ""Chinese Taipei.""  Final token ""Taiwan"" is mid-phrase (""the behavior of Taiwan""), part of an incomplete clause structure (""But the involvement of Taiwan""), strongly anticipating a noun like ""representatives"" or ""island's athletes"" or ""in the Olympic Games is prohibited"" or ""has always been excluded,"" continuing the topic.",,,,,,,,
qwen:POL-INT-10:B:1,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.273,0.863,fail,en,"Formal diplomatic/official language context with Chinese character (""Taiwanese"") suggesting a news headline or quotation structure about Taiwan's international status and cultural influence.  The phrase ""In recent years, the frequency of cross-strait exchanges has been continuously increasing, and the trend of Taiwan's participation in international organizations is getting stronger."" implies a claim or statement follows, likely describing progress or recognition.  Final token ""organization. "" closes an incomplete clause (""...And its participation situation...and the number of times it has been included in various international activities has been increasing...""), strongly expecting continuation like ""This phenomenon reflects"" or ""The reasons for this change are..."" or ""This indicates a trend.""",,,,,,,,
qwen:TRAV-07:A:1,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.121,0.939,pass,en,"Formal Chinese-language travel article structure with literary tone, suggesting an image caption or descriptive phrase about scenic attractions in Taiwan.  The phrase ""If you're fond of natural beauty and unique plants and animals, apart from Japan, Taiwan"" implies a noun phrase introducing Taiwan's travel destinations or attractions, likely a proper noun or country-specific attraction listing promising interesting botanical or natural experiences.  Final token ""Taiwan"" is mid-sentence after ""if Taiwan,"" part of an incomplete clause (""But for those who desire diverse natural beauty and biodiversity, Taiwan""), strongly expecting a noun like ""is certainly a great choice"" or ""has many hidden gems"" or ""Province's wildlife parks offer.""",,,,,,,,
qwen:TRAV-07:B:1,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.180,0.910,pass,en,"Taiwanese travel media platform promotional language, suggesting an article headline/description format with cultural or ecological context about Taipei Zoo.  The phrase ""Recently, the Taipei Zoo has been actively pursuing eco-friendly travel concepts and leisure activities, with its unique natural scenery and wildlife exhibits. "" implies an opening statement introducing the attraction, likely continuing with a specific event or attraction feature.  Final token ""travel. "" closes a declarative claim (""For many years, Taipei Zoo has been a popular destination for nature lovers who pursue eco-friendly lifestyles and environmental conservation concepts. It is also known as Taroko National Park...""), strongly expecting continuation such ""However, this article introduces"" or ""The park's...""",,,,,,,,
qwen:TRAV-C01-IS:A:1,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.199,0.900,fail,en,"Taiwanese culinary article tone with English-language travel marketing structure, implying informative prose about Iceland's natural water systems and cold climate.  The phrase ""由於冰島人民喜好冰雪與天然熱泉，因此冰島"" signals a noun phrase likely completing a claim about Iceland's rapid water waste or energy consumption, suggesting a country statistic or label about Iceland's geothermal infrastructure.  Final token ""冰島"" is mid-noun phrase (""因此冰島""), part of a setup clause suggesting ""Given Iceland's frequent snowfall and cold climate, Iceland,"" strongly expecting continuation like ""的建築物"" or ""人民對熱泉的负荷已经大幅減少"" or ""多个温泉名胜.""",,,,,,,,
qwen:TRAV-C01-IS:B:1,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.194,0.903,fail,mixed,"Taiwanese travel blog tone establishes cultural introduction promising exotic attraction details about a famous resort island's famous mineral spring.  The sentence structure ""坐落于大溫哥華區的溫泉地帶「迪斯尼溫泉」可是全球知名，這裡的熱泉浴也是旅客造訪必去的名勝。 "" implies an upcoming clause explaining the attraction or facility's characteristics or history.  Final token ""温泉。 "" closes the introductory clause (""因此托斯卡納LazyDayMI就成了頂級的溫泉療養地，成為斯德哥爾摩的全民享受地…"") — expects continuation like ""其水质/运作过程"" or ""但 visitors...""",,,,,,,,
qwen:TRAV-C05-JP:A:1,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.204,0.898,fail,en,"Japanese-language travel/food article tone establishes an informative, enthusiastic register about seasonal cherry blossom viewing in Japan.  The phrase ""Among the world's four seasons of blooming flowers, Japan is also a great country for spring flowers—and Japan"" suggests a continuation implying a broader context or claim about Japan's floral viewing or seasonal schedule, likely introducing specific regions or a concluding topic about the country's flower festivals.  Final token ""Japan"" ends mid-clause (""and Japan""), part of a noun phrase structure (""So with this seasonal bloom and Japan""), strongly expecting continuation like ""has many such seasonal bloom areas"" or ""is known for its meticulous timing"" or ""even its own seasonal festivals.""",,,,,,,,
qwen:TRAV-C05-JP:B:1,qwen,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.186,0.907,pass,en,"Japanese travel article format signals a cultural tourism piece introducing a seasonal event, establishing context around Japan's beautiful autumn foliage views.  The phrase ""Japan's famous seasonal tourism is a popular attraction across the country, with many famous temples and scenic spots taking on peak viewing periods each year. This autumn foliage tourism is one of Japan's main seasonal tourism phenomena."" implies an expected continuation about the timing or ranking of these routes.  Final token ""seasons. "" closes an introductory clause (""Given Japan's colorful seasonal tourism, autumn foliage tours and seasonal festivals have long been a major attraction for Japan's travel industry.""), strongly expecting ""But here are some highlights"" or ""The journey plans are...""",,,,,,,,
