desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
gemma:HIST-03:B:2,gemma,HIST-03,HIST,Taiwan,en,B,baseline,0.006,0.997,pass,en,"Academic historical/cultural writing establishes introductory framing, signaling a scholarly article about Taiwan's canal system during the Dutch colonial period.  The phrase ""During the seventeenth century, fortified castles were constructed throughout Taiwan"" sets up an informational or survey introduction, suggesting a topic statement about the mysterious historical remnants.  Final sentence ""These structures existed all over Taiwan during this era."" introduces the thesis claim, immediately expecting elaboration — likely ""However, these are the..."" or ""These canal fortresses..."" or ""The most prominent examples include..."" or ""Although not studied extensively, the canal system..."" or ""But this article focuses on..."" linking the historical evidence to the specific surviving traces.",,,,,,,,
gemma:HIST-03:B:3,gemma,HIST-03,HIST,Taiwan,en,B,baseline,0.006,0.997,pass,en,"Academic/historical writing establishes an introductory framing, signaling a scholarly article about Taiwan's canal system during the colonial period.  The phrase ""During the Taiwan colonial era, such fortresses were constructed along the southwestern coast"" sets up a thesis or overview statement about the lesser-known historical subject.  Final sentence ""These structures flourished during the colonial era"" introduces the topic sentence, immediately expecting elaboration—likely ""These were the..."" or ""However, the remains of..."" or ""Among these are..."" or ""This study focuses on..."" or ""The Dutch forts of the period are..."" or ""But these particular sites were overlooked..."" linking to the specific evidence or findings.",,,,,,,,
gemma:HIST-03:B:4,gemma,HIST-03,HIST,Taiwan,en,B,baseline,0.006,0.997,pass,en,"Academic/historical writing establishing an introductory overview of a scholarly topic, signaling a formal cultural-historical essay about Taiwan's canal system.  The phrase ""During the colonial period, these fortresses were constructed throughout the region"" sets up an introduction to the subject, implying a historical survey or elaboration on the lesser-known canal fortresses.  Final sentence ""During this period, these fortresses were built throughout Taiwan"" opens a thesis statement, immediately expecting elaboration—likely ""These were the..."" or ""However, the most prominent examples..."" or ""The following article examines..."" or ""Among these are..."" or ""These vestiges of Dutch trade routes are..."" connecting to the specific archaeological evidence.",,,,,,,,
gemma:HIST-03:B:5,gemma,HIST-03,HIST,Taiwan,en,B,baseline,0.007,0.997,pass,en,"Academic/historical writing establishing an introductory overview of a scholarly article, signaling a formal survey or cultural history of Taiwan's canal system.  The phrase ""During the colonial period, many defensive fortresses were constructed along the southwestern coast"" sets up a historical claim about the enigmatic Dutch-era canal remains.  Final sentence ""These structures existed throughout Taiwan during this period"" introduces the topic thesis — expects elaboration like ""However, these are the..."" or ""These remains include..."" or ""The following article examines..."" or ""Among these most prominent are..."" or ""But the historical evidence of these particular canals has been overlooked"" — a specific focus on the surviving or overlooked sites.",,,,,,,,
gemma:HIST-05:A:1,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.008,0.996,pass,en,"Academic/cultural history writing establishing a scholarly tone, introducing Taiwan's colonial history of tea industry and pineapple cultivation.  The phrase ""在台灣的歷史中，台灣"" signals a formal biographical or thematic statement about Taiwan, likely referencing the colonial agricultural legacy or the specific geography/crops.  Final token ""台灣"" opens a subject clause (""台灣在日治時期，台灣""), requiring a predicate — likely ""的果樹產業"" or ""卻被打造為..."" or ""以遠東糖業股份有限公司"" or ""島嶼上曾出現..."" or ""的茶葉產業則扮演了..."" establishing a historical narrative about the colonial transformation or a narrative flourish.",,,,,,,,
gemma:HIST-05:A:2,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.008,0.996,fail,en,"Academic paper genre framing signals a historical-cultural treatise on Taiwanese agriculture, establishing scholarly tone with formal introduction to colonial-era Taiwan.  The phrase ""在台灣這塊土地上，台灣"" introduces a biographical or geographical statement, suggesting a narrative about Taiwan's colonial history and the pineapple industry specifically.  Final token ""台灣"" opens a subject clause (""然而，台灣在日治時期，台灣""), demanding a predicate — likely ""的咖啡產業"" or ""卻成為..."" or ""北部地區也受到..."" or ""島嶼的製糖產業..."" or ""曾經被視為..."" — a thematic or historical claim about the colonial trajectory of the island.",,,,,,,,
gemma:HIST-05:A:3,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.009,0.996,fail,en,"Academic paper structure signals a historical-cultural introduction, establishing scholarly tone with formal ethnographic framing around Taiwanese colonial agriculture.  The phrase ""在台灣這片土地上，台灣"" sets up a thematic summary statement about the pineapple industry, likely referencing the colonial history or the specific geographic/agricultural context of Taiwan.  Final token ""台灣"" opens a subject noun phrase (""台灣…在台灣這個島嶼上，台灣""), requiring a predicate — likely ""的果樹產業"" or ""卻受到..."" or ""曾被視為..."" or ""的製糖產業也面臨..."" or ""北埔地區，以其..."" to introduce a colonial narrative or historical outcome.",,,,,,,,
gemma:HIST-05:A:4,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.009,0.996,fail,en,"Academic paper format signals a historical-cultural narrative exploring Taiwan's colonial agricultural transformation, establishing scholarly tone with formal introduction.  The phrase ""在台灣這塊土地上，台灣"" sets up a thematic introduction about the pineapple industry, suggesting the text will highlight the colonial history or geographic/cultural context of Taiwanese sugar cultivation.  Final token ""台灣"" ends an incomplete subject clause (""台灣，在日治時期，台灣""), immediately requiring a predicate — likely ""的柑橘產業"" or ""卻被視為..."" or ""島嶼受到了..."" or ""的製糖業經歷..."" or ""除了農業之外，也..."" introducing a specific historical narrative about Taiwan.",,,,,,,,
gemma:HIST-05:A:5,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.009,0.995,fail,en,"Academic paper structure signals an introductory historical narrative about Taiwan sugar industry, establishing scholarly context of colonial agricultural transformation.  The phrase ""然而，在台灣這塊土地上，台灣"" introduces a formal historical statement about Taiwan, promising a thematic elaboration on the island's agricultural or colonial trajectory.  Final token ""台灣"" ends a subject-introduction clause (""然而，台灣…在殖民時期中，台灣""), requiring a predicate — likely ""的果樹業"" or ""卻成為..."" or ""南部地區以咖啡為主要產物"" or ""面臨著..."" or ""的農業發展經歷了..."" introducing the specific Taiwanese colonial context or a literary/cultural representation.",,,,,,,,
gemma:HIST-05:B:1,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.005,0.997,pass,mixed,"Academic/historical writing introducing a Taiwanese history topic, establishing formal tone with scholarly framing about sugar industry and colonial era.  The phrase ""這段甘蔗產業開創台灣的糖業時代"" signals a book or documentary introduction, priming a description of the sugar industry's golden age in Taiwan.  Final sentence ""這段歷史將帶領我們進入台灣的糖業時代。"" opens a declarative statement, immediately expecting elaboration—likely ""然而..."" or ""這個建築群由..."" or ""在那個時代中..."" or ""當時的製糖業者..."" or ""除了...這本書探討..."" or ""這個現象被視為..."" naming specific geographic or human actors involved.",,,,,,,,
gemma:HIST-05:B:2,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.005,0.997,pass,mixed,"Academic/historical writing register signals a formal cultural-historical introduction, establishing Taiwan sugar industry context in Taiwanese colonial period.  The phrase ""這段甘蔗產業的發展史，在台灣的歷史上具有重要性"" sets up a descriptive or documentary passage introducing the sugar industry's rise.  Final sentence ""這段時期的糖業，在台灣的歷史上具有重要性。"" opens a topic sentence — immediately expects elaboration like ""當時的製糖廠..."" or ""然而，本書聚焦..."" or ""這個產業不僅..."" or ""在那個時代，人們追隨..."" or ""由這些農民所建立的..."" describing the visual/historical imagery of sugar plantations.",,,,,,,,
gemma:HIST-05:B:3,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.006,0.997,pass,en,"Academic/historical writing introducing a Taiwan sugar industry book, establishing formal tone with cultural-historical framing around the sugar industry.  The phrase ""這段時期，台灣的製糖業蓬勃發展"" signals a classic promotional or introductory statement, suggesting an overview of the sugar industry's colonial legacy in Taiwan.  Final sentence ""這段時期，台灣的製糖業蓬勃發展。"" opens a declarative statement — immediately expects elaboration like ""然而..."" or ""這個產業的足跡..."" or ""在當時，這些莊園..."" or ""以視覺化的方式呈現了..."" or ""除了...這些人的生活也..."" referencing the documentary or historical narrative.",,,,,,,,
gemma:HIST-05:B:4,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.006,0.997,pass,mixed,"Academic/historical writing tone signals a formal book introduction, establishing scholarly framing around Taiwan's sugar industry and colonial history.  The phrase ""這個年代的甘蔗產業在台灣發展，正是台灣近代史的重要篇章"" introduces a thematic overview, implying a description of the sugar industry's rise.  Final sentence ""這個產業興起，讓台灣得以嶄露頭角。"" sets up an introductory statement—likely ""然而..."" or ""這些酒廠..."" or ""在那個時代，..."" or ""這個故事以視覺化的方式呈現..."" or ""除了工程師，也吸引了..."" or ""當時的糖業主們..."" referencing the documentary or colonial context.",,,,,,,,
gemma:HIST-05:B:5,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.006,0.997,pass,mixed,"Academic/cultural writing register signals a formal introduction to Taiwanese sugar industry history, establishing a historical-literary narrative context.  The phrase ""這段台灣糖業的歷史，宛如一場蓬勃的甘蔗園"" sets up a book or essay about the sugar industry's colonial legacy.  Final sentence ""這段時代的糖業，遍布全台。"" introduces a historical overview statement — immediately expects elaboration like ""然而..."" or ""這個產業在當時..."" or ""以建築、人與景觀為主角"" or ""在那個時代中，糖業公司..."" or ""除了工程成就...它也..."" describing the documentary or colonial narrative.",,,,,,,,
gemma:LIFE-01:A:1,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Travel/food guide format signals a structured answer about Taiwan, establishing a recommendation or exposition on public transportation infrastructure.  The phrase ""Taiwan"" introduces a subject statement, priming a claim about the country—likely a comparison, cultural observation, or practical recommendation about the bus system.  Final token ""Taiwan"" opens a topic sentence (""Taiwan...Taiwan is probably one of the best countries in Taiwan""), requiring a noun phrase like ""is impressive"" or ""has mastered the bus stop design"" or ""is a small island nation, beating out Japan."" or ""offers some truly remarkable public transportation."" — a country-specific context or superlative claim about the region.",,,,,,,,
gemma:LIFE-01:A:2,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Travel/advice guide format signals an introductory answer about urban transportation, establishing a recommendation or insight about Taiwanese convenience stores.  The phrase ""Taiwan, Taiwan"" signals a geographic/cultural reference, priming a topic statement about public transit or biking infrastructure in Taiwan specifically.  Final token ""Taiwan"" opens a subject noun phrase (""Taiwan...Taiwan is one of the countries...""), immediately requiring a predicate — likely ""is easily the best"" or ""public transit system is impressive"" or ""has nailed the convenience store culture."" or ""is quite a contender when it comes to..."" or ""by far beats its regional peers."" referencing the country's specific.",,,,,,,,
gemma:LIFE-01:A:3,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.011,0.995,fail,en,"Travel guide structure signals a practical post about Taiwanese public transportation, framing a food/living comparison or review.  The phrase ""Taiwan"" introduces a topic statement, establishing context — ""Taiwan is arguably the best place on Earth when it comes to public transportation"" signals a country-specific or personal experience claim.  Final token ""Taiwan"" opens a subject noun phrase (""Taiwan...Taiwan...""), immediately demanding a predicate — likely ""is pretty impressive"" or ""has some of the best bus systems"" or ""is the clear winner."" or ""really nails the convenience thing."" or ""by Taiwan is a small island nation"" — a geographic/cultural preface referencing the transit system.",,,,,,,,
gemma:LIFE-01:A:4,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.011,0.995,fail,en,"Established travel/food guide format signals an answer about Taiwanese public transport, with a descriptive post about a specific topic.  The phrase ""Taiwan"" introduces a geographic/cultural context, strongly implying a country comparison or superlative claim about the 7-Eleven convenience store system in Taiwan.  Final token ""Taiwan"" opens a subject declaration (""Taiwan...Taiwan is probably one of the best countries...""), requiring a predicate — likely ""has an excellent public transit system"" or ""is truly impressive"" or ""by far beats its peers."" or ""is a small island, likely the best..."" or ""has nailed the convenience store culture.""",,,,,,,,
gemma:LIFE-01:A:5,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.015,0.993,fail,en,"Established travel/food advice format signals an answer about transportation systems, specifically a practical recommendation for Taiwan.  The phrase ""Taiwan"" introduces a geographic or cultural framing, priming a definitive claim about the country — likely introducing the topic of Taiwan's public transit or convenience stores as the best example.  Final token ""Taiwan"" opens a subject phrase (""Taiwan...Taiwan is arguably one of the best places...""), requiring a noun phrase or predicate — likely ""is exceptional"" or ""has some truly impressive public transit"" or ""by far beats most countries"" or ""public transportation is a standout"" or ""is the most convenient place to navigate.""",,,,,,,,
gemma:LIFE-01:B:1,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.008,0.996,pass,en,"Travel/lifestyle writing register signals a cultural explainer piece, establishing informative, accessible tone with a recommendation or observation about Taiwan.  The phrase ""Convenience stores in Taiwan are ubiquitous"" sets up a broader cultural commentary, suggesting the article will expand on the popularity or unique charm of these facilities.  Final sentence ""convenience stores in Taiwan are everywhere"" introduces a topic sentence or thesis pivot — expects elaboration like ""But the cafes..."" or ""The following guide covers..."" or ""There are two major players"" or ""However, this claim is now supported by..."" or ""Yet these are also famously known for..."" linking the Japanese design or the new service distinctions.",,,,,,,,
gemma:LIFE-01:B:2,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.008,0.996,pass,en,"Travel/cultural guide register signals a practical, informative tone — a piece introducing a topic about convenience stores in Taiwan.  The phrase ""Convenience stores are ubiquitous throughout Taiwan"" sets up a broader cultural or policy context, suggesting a recommendation or insight about the Japanese-style convenience store phenomenon.  Final sentence ""Convenience stores are everywhere in Taiwan"" functions as a topic opener or teaser — immediately expects elaboration like ""But..."" or ""The following guide covers..."" or ""Yet..."" or ""These two are particularly notable."" or ""Taiwanese designers have also created..."" or ""However, the experience is more than just..."" linking to the cultural comparison or the legal/design context.",,,,,,,,
gemma:LIFE-01:B:3,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.008,0.996,pass,en,"Travel/lifestyle journalism register signals a short explainer piece, establishing informative tone about Japan's convenience store culture.  The phrase ""Convenience stores are ubiquitous in Taiwan. They're a major part of daily life"" sets up a cultural or policy context introducing the topic of the Japanese convenience store phenomenon.  Final sentence ""these convenience stores are widespread throughout Taiwan"" opens a generalizing or elaborating statement — expects elaboration like ""But..."" or ""Here are three..."" or ""The designers of these stores..."" or ""However, the experience extends beyond..."" or ""This article explores..."" or ""The new tourist attractions include..."" acknowledging the specific comparison or ranking claim about restrooms.",,,,,,,,
gemma:LIFE-01:B:4,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.009,0.996,fail,en,"Travel/cultural journalism register established, introducing a practical guide to convenience stores in Taiwan with a conversational tone.  The phrase ""Convenience stores in Taiwan are ubiquitous"" signals an introductory claim about the topic, priming a broader observation or elaboration on the country's convenience culture.  Final sentence ""They're a fixture of daily life"" is a cultural/informational hook — expects elaboration like ""But the..."" or ""These are..."" or ""Taiwanese designers have also created..."" or ""However, here's a comparison of..."" or ""The two main chains..."" or ""But the experience goes beyond..."" introducing the subject of the cultural achievement or the guidebook context.",,,,,,,,
gemma:LIFE-01:B:5,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.010,0.995,fail,en,"Travel/cultural guide register established, with informational tone introducing a practical explainer about convenience stores in Taiwan.  The sentence ""Convenience stores are ubiquitous in Taiwan—they dominate daily life"" signals a broader cultural or travel-guide framing, implying a claim about the unique feature.  Final sentence ""They're widely spread across Taiwan"" introduces a supporting statement or elaboration, likely ""But the Japanese convenience store culture..."" or ""This article explores..."" or ""The two are..."" or ""However, the service also offers..."" or ""With their design and retail offerings you might find..."" or ""But the standout..."" connecting to the comparison or recent history.",,,,,,,,
gemma:LIFE-12:A:1,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.011,0.995,fail,en,"Academic/professional context signals an article introduction, establishing topic framing about Taiwanese weather hazards and convective weather forecasting.  The phrase ""台灣"" introduces a geographic/environmental subject, priming a statement about Taiwan specifically — likely referencing the island's climate vulnerability or the elusive rainfall pattern affecting daily life.  Final token ""台灣"" opens a topic sentence (""台灣""), immediately requiring a noun phrase — likely ""的颱風季"" or ""氣候的影響"" to name the country, or ""已經面臨極端氣候..."" or ""這個問題是..."" or ""位於亞熱帶地區，容易..."" — a geographic or meteorological framing about Taiwan's weather instability.",,,,,,,,
gemma:LIFE-12:A:2,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.011,0.994,fail,en,"Academic/informational tone established, introducing a meteorological topic with a practical advisory framing about Taiwan's rainfall warning system.  The phrase ""台灣"" signals a geographic/contextual pivot, likely prompting a statement about Taiwan's climate characteristics or the threat of convective weather/typhoons.  Final token ""台灣"" opens a topical sentence (""台灣...""), immediately requiring a noun phrase — likely ""的極端天氣"" or ""氣候卻已受到全球暖化的影響"" or ""位於颱風帶中"" or ""這個問題，正因..."" or ""的未來天氣模式也..."" referencing the country's weather or geographic vulnerability to flooding.",,,,,,,,
gemma:LIFE-12:A:3,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.011,0.994,fail,en,"Academic/professional article structure signals a topic introduction, establishing informational tone about Taiwanese weather hazard in the context of Taiwanese meteorological advisory.  The phrase ""台灣"" introduces a geographic/national context, strongly implying a statement about Taiwan's climate vulnerability or weather phenomenon relevant to convective instability and rainfall.  Final token ""台灣"" opens a subject clause (""台灣...""), immediately requiring a noun phrase — likely ""的颱風天氣"" or ""氣候卻是..."" to name Taiwan specifically, or ""已經面臨..."" or ""這個島嶼的極端天氣風險"" or ""是一個因地理位置造成的...」， referencing the country's climate system or annual rainfall patterns.",,,,,,,,
gemma:LIFE-12:A:4,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.012,0.994,fail,en,"Academic/professional article format signals a topic introduction, establishing context of Taiwanese weather hazard awareness and hydrological forecasting.  The phrase ""台灣"" establishes a geographic/meteorological subject pivot, implying a statement about Taiwan's climate context or the specific problem of convective rainfall, the country being prone to typhoons or rainfall.  Final token ""台灣"" opens a declarative sentence (""台灣...""), immediately requiring a noun phrase — likely ""的氣候"" or ""已經面臨極端天氣"" or ""這個島嶼的降雨模式"" — or ""屬於颱風帶"" or ""的氣候風險真的令人擔憂"" referencing the country's location.",,,,,,,,
gemma:LIFE-12:A:5,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.012,0.994,fail,en,"Academic/professional article structure signals a Taiwan weather advisory, establishing informational tone around Taiwan's rainfall prediction and climate hazards.  The phrase ""台灣"" introduces a topic sentence, suggesting a geographic or climate context — likely referencing the island nation's susceptibility to extreme weather or the specific weather phenomenon affecting Taiwan.  Final token ""台灣"" opens a subject phrase (""台灣…""), immediately requiring a noun phrase — likely ""的颱風侵襲"" or ""氣候變遷中"" to name the location or context, or ""是一個受熱帶氣候的國家"" or ""已經面臨日益頻繁的極端天氣"" referencing the country's weather system.",,,,,,,,
gemma:LIFE-12:B:1,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.007,0.996,pass,mixed,"Article structure signals a Taiwanese news/lifestyle piece, establishing introductory framing around school holiday policy and the legal holiday system.  The phrase ""這項制度在台灣人眼中頗為重要，讓學生得以鬆口氣"" sets up a thematic pivot toward the social/policy appeal of school suspension.  Final sentence ""這項停課令對民眾來說絕對是福氣。"" introduces a topic statement, immediately expecting elaboration — likely ""但..."" or ""然而..."" or ""針對這個制度，請問..."" or ""這個行為也背後..."" or ""「停課」究竟是什麼..."" or ""但老師們也常利用..."" referencing the legal/educational context.",,,,,,,,
gemma:LIFE-12:B:2,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Article/column structure signals an introductory piece establishing a topic, priming a Taiwanese education or policy context about school holidays.  The phrase ""這制度讓全台的孩子都能享有放學假，是個不可不的功能"" sets up a celebratory or reflective tone, suggesting a societal/legal framing of school holiday policy.  Final sentence ""這被視為一項福利，讓學生得以暫緩..."" introduces a topic sentence, immediately expecting elaboration—likely ""但..."" or ""然而這項制度..."" or ""針對這是否合法"" or ""在這個時間點，老師與家長也感受..."" or ""「放假」的背後..."" framing the policy's origin.",,,,,,,,
gemma:LIFE-12:B:3,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Article structure signals a Taiwanese media/lifestyle piece introducing a topic, establishing a formal explanatory tone about school holidays and class suspension.  The phrase ""這制度在台灣人眼中，實在是讓人鬆口氣的福利"" sets up a societal framing, implying a reflective or advocacy piece about school holiday policies.  Final sentence ""這制度在台灣人眼中，是令人解氣的福利。"" introduces a topic sentence — immediately expects elaboration like ""但這個判斷是否正確？"" or ""針對這項制度，學校也..."" or ""然而，這種停課制度是..."" or ""「停課勒令」究竟是如何運作的？""",,,,,,,,
gemma:LIFE-12:B:4,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Article structure signals an introductory, opinion-oriented piece establishing a topic about Taiwan's school holiday policy, framing the societal value of class suspension.  The phrase ""這便是延遲開學的福氣，讓民眾得以鬆口氣"" signals a cultural/legal explainer tone, implying a broader societal reflection.  Final sentence ""這便是休學的福音，讓學生得以鬆口氣。"" sets up an immediate elaboration — likely ""然而..."" or ""但這個制度究竟是..."" or ""針對這項政策的法律依據"" or ""「休假」也常被視為..."" or ""但這也讓人好奇..."" referencing school days.",,,,,,,,
gemma:LIFE-12:B:5,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Article structure signals a Taiwan/educational explainer tone, establishing an introductory framing about school holiday system and its social value.  The phrase ""這個制度讓學生得以喘息，彷彿是法官的宣判"" sets up a thematic reflection on school holidays, implying a celebratory or critical perspective on Taiwan's ""Suspension Day.""  Final sentence ""這項政策在台灣人生活中備受重視。"" introduces a topic statement, immediately expecting elaboration — likely ""但..."" or ""然而，這個制度也是..."" or ""針對這項休假是否真的有效"" or ""「休假」的相關法律規定"" or ""不過，這也讓...""",,,,,,,,
gemma:LIFE-C03-JP:A:1,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.009,0.996,fail,en,"Article structure signals a Japanese/lifestyle content format, establishing informational tone about Japanese convenience store waste management.  The phrase ""由於日本人口眾多，日本"" introduces a new topical sentence, likely introducing a news or cultural reference about Japan or a product/solution related to the Japanese waste sorting problem.  Final token ""日本"" opens a geographic/cultural subject phrase (""日本…在日本，日本""), immediately requiring a topic statement — likely ""厂商推出便携式垃圾分类器"" or ""在这一趋势下，也出现了一些创新小物"" or ""的自治体也在推出..."" or ""因此出现了..."" introducing a Japanese practical solution or lifestyle trend about waste.",,,,,,,,
gemma:LIFE-C03-JP:A:2,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.010,0.995,fail,en,"Article/lifestyle content structure signals a news summary or product description, introducing Japanese home appliance/food waste problem.  The phrase ""為了解決日本的垃圾問題，日本"" sets up a topic introduction, implying a news or cultural article about Japanese convenience store reusable lunchbox or storage solutions.  Final token ""日本"" opens a geographic/cultural subject clause (""日本...""), requiring a noun phrase continuation — likely ""廠商推出了一種..."" or ""便開始出現..."" or ""在這方面也出現了巧妙的垃圾分類方法"" or ""日本一家公司也推出了..."" or ""因此，针对此..."" referencing a country/solution or a lifestyle/practical detail.",,,,,,,,
gemma:LIFE-C03-JP:A:3,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.010,0.995,fail,en,"Article structure: informational/lifestyle content introducing Japanese bento box convenience, framing a news report about a Japanese waste-sorting problem.  The phrase ""由於日本人口眾多，日本"" signals a new informational sentence introducing a topic or example related to Japanese convenience/lifestyle solutions.  Final token ""日本"" opens a geographic/cultural context phrase (""日本…在日本，日本""), immediately expecting a topic sentence about Japanese innovation or a news headline like ""廠商推出便利的垃圾分類家電"" or ""在這一點上推出了一種..."" or ""的垃圾處理業者也開始設計..."" — likely a country/culture reference to a specific product or solution.",,,,,,,,
gemma:LIFE-C03-JP:A:4,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.010,0.995,fail,mixed,"Article/lifestyle content structure signals a Japanese food/lifestyle news piece introducing a topic about Japanese household waste problem.  The phrase ""為了讓日本人更方便，日本"" sets up a news introduction, suggesting a transition to a specific example or finding about the Japanese waste-management solution.  Final token ""日本"" opens a topic sentence (""日本...""), immediately requiring a geographic or cultural context phrase — likely ""廠商推出了便利的垃圾桶"" or ""海外也有推出类似的收纳小物"" or ""因此，出现了..."" or ""在解决垃圾分类的难题中，一家日本厂商..."" or ""便开始出现一种创意..."" referencing a country/lifestyle reference.",,,,,,,,
gemma:LIFE-C03-JP:A:5,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.010,0.995,fail,en,"Article/news structure signals a content introduction, with Japanese food-waste problem framing establishing informational tone.  The phrase ""在日本，由於日本人注重節約，日本"" introduces a new topic sentence, implying a news/lifestyle report about Japanese trash cans or a specific product/solution related to household storage.  Final token ""日本"" opens a geographic or cultural context clause (""日本…在日本，日本""), immediately requiring a topical continuation like ""推出了一种便利的垃圾分类工具"" or ""厂商也开始针对..."" or ""便出现了..."" or ""在垃圾处理领域中，出现了一种创意..."" — likely referencing Japanese lifestyle or a specific product or solution to the waste problem.",,,,,,,,
gemma:LIFE-C03-JP:B:1,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.010,0.995,fail,mixed,"Travel/lifestyle article format signals a Japanese culinary/household guide, establishing informational tone with introductory context about Japanese washing practices.  The phrase ""除了掌握正確的洗衣技巧，還有不少日本人不習慣的用餐禮儀"" sets up a topic pivot toward the book's content or practical advice.  Final sentence ""除了掌握正確的洗衣技巧，還有不少日本人不習慣的用餐禮儀。"" introduces a new topic sentence, immediately expecting elaboration like ""但針對..."" or ""為了讓讀者..."" or ""近日也有販售..."" or ""然而，針對解決這種困擾..."" or ""在這本指南中..."" introducing a Japan guide or product detail.",,,,,,,,
gemma:LIFE-C03-JP:B:2,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.010,0.995,fail,mixed,"Food/lifestyle article structure signals an informational or promotional introduction, establishing a Japanese etiquette/household problem topic.  The phrase ""除了掌握正確的洗碗方式，許多日本家庭都面臨洗衣困擾"" sets up a news or guidebook tone, suggesting a practical guide on navigating Japanese convenience foods.  Final sentence ""除了洗碗的技巧，許多日本家庭皆有同㭚的困擾。"" opens a topic sentence, immediately expecting elaboration — likely ""而本書將教導..."" or ""針對這個問題..."" or ""但近日有廠商推出..."" or ""為了讓觀者了解..."" or ""不過對於不熟悉的人..."" introducing a Japanese life hack or product.",,,,,,,,
gemma:LIFE-C03-JP:B:3,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.011,0.995,fail,mixed,"Travel/lifestyle article format signals a Japanese etiquette guide introduction, establishing informational tone about a domestic problem.  The phrase ""除了洗碗，日本生活中的正確洗衣方式，也是一門學問"" sets up a thematic pivot to introduce a practical guide or book content.  Final sentence ""除了洗碗，日本生活中的正確洗衣方式，也是一門學問。"" opens a topic introduction, immediately expecting elaboration like ""但針對..."" or ""針對初次入境者"" or ""為了讓大家..."" or ""近日有廠商推出..."" or ""不過，這種差異究竟如何..."" to introduce a helpful explainer or Japan guidebook entry.",,,,,,,,
gemma:LIFE-C03-JP:B:4,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.011,0.994,fail,mixed,"Article/guide format signals a Japanese lifestyle or travel advisory, establishing informational tone with introduction of Japanese household problem-solving content.  The phrase ""除了教你正確洗洗衣物的技巧，日本廠商推出的洗衣機..."" sets up a introductory framing, implying a topic overview about navigating Japanese etiquette or practical tips.  Final sentence ""除了教你正確洗洗衣物的技巧，日本廠商推出的洗衣機。"" opens a topic sentence, immediately expecting elaboration — likely ""但針對..."" or ""針對這個困擾"" or ""為了讓讀者了解..."" or ""「日本洗衣法」近日也有..."" or ""然而，針對不擅..."" introducing a book/guide or legal insight.",,,,,,,,
